"id","iso","country","score","eh","ev","eh_hi","eh_aq","eh_ws","ev_wr","ev_ag","ev_fo","ev_fi","ev_bd","ev_ce","eh_hi_child_mortality","eh_aq_household_air_quality","eh_aq_exposure_pm25","eh_aq_exceedance_pm25","eh_ws_access_to_sanitation","eh_ws_access_to_drinking_water","ev_wr_wastewater_treatment","ev_ag_agricultural_subsidies","ev_ag_pesticide_regulation","ev_fo_change_in_forest_cover","ev_fi_fish_stocks","ev_fi_coastal_shelf_fishing_pressure","ev_bd_terrestrial_protected_areas_national_biome","ev_bd_terrestrial_protected_areas_global_biome","ev_bd_marine_protected_areas","ev_bd_critical_habitat_protection","ev_ce_trend_in_carbon_intensity","ev_ce_change_of_trend_in_carbon_intensity","ev_ce_trend_in_co2_emissions_per_kwh","access_to_electricity","year"
250,"BI","Burundi",25.78,31.56,21.93,18.1,59.95,16.63,0,88,22.83,,30.29,,18.1,4,97.44,78.42,11.96,21.3,0,100,76,22.83,,,30.29,30.5,,,,,,5,2012
279,"ER","Eritrea",25.76,43.44,13.98,46.58,78.2,5.53,0,92,,0,17.94,,46.58,40,100,94.6,0,11.06,0,100,84,,0,0,28.28,25.55,0,,,,,33,2012
234,"BD","Bangladesh",25.61,30.42,22.4,54.87,13.83,22.56,0,92,22.83,0,39.68,,54.87,9,32.49,0,14.12,31,0,100,84,22.83,0,0,11.26,30.5,77.27,,,,,55,2012
270,"CD","Dem. Rep. Congo",25.01,23.9,25.75,11.04,56.26,4.39,0,58,26.24,,44.85,,11.04,7,91.26,70.5,4.76,4.03,0,100,16,26.24,,,59.86,59.75,,0,,,,15,2012
413,"SD","Sudan",24.64,36.33,16.84,29.95,73.55,5.51,0,92,,22.75,16.29,,29.95,21,100,99.64,2.57,8.44,0,100,84,,3.23,42.27,5.77,2.81,40.28,,,,,29,2012
330,"LR","Liberia",23.95,37.99,14.59,35.4,67.33,11.22,0,96,20.58,30.5,4.13,,35.4,2,100,100,1.08,21.36,0,100,92,20.58,13.31,47.7,10.35,6.19,0,0,,,,4,2012
402,"SL","Sierra Leone",21.74,27.89,17.64,11.55,67.33,4.77,0,56,18.52,26.94,23.54,,11.55,2,100,100,0,9.54,0,100,12,18.52,22.5,31.38,37.74,32.87,0,,,,,12,2012
218,"AF","Afghanistan",21.57,34.61,12.87,33.83,62.32,7.69,0,50,52.35,,2.52,,33.83,15,94.25,77.7,4.06,11.33,0,100,0,52.35,,,2.19,4.53,,0,,,,41,2012
329,"LS","Lesotho",20.81,43.31,5.82,36.32,79.67,13.94,0.3,56,,,1.3,,36.32,39,100,100,3.39,24.49,0.3,100,12,,,,1.3,1.3,,,,,,17,2012
304,"HT","Haiti",19.01,37.06,6.98,33.13,69.67,8.37,0,52,23.64,0,1.09,,33.13,9,100,100,3.33,13.41,0,100,4,23.64,0,0,1.59,2.76,0,0,,,,34,2012
341,"ML","Mali",18.43,28.41,11.77,9.7,67.33,8.19,0,58,,,14.3,,9.7,2,100,100,2.03,14.35,0,100,16,,,,14.3,19.92,,,,,,17,2012
407,"SO","Somalia",15.47,28.91,6.5,18.55,66.89,1.29,3.96,56,,0,1.75,,18.55,5,100,95.68,2.58,0,3.96,100,12,,0,0,3.43,3.56,0,0,,,,29,2012
602,"CH","Switzerland",88.17,93.43,84.67,100,80.3,100,96.95,49.24,49.65,,100,78.14,100,95,83.32,62.59,100,100,96.95,6.48,92,49.65,,,100,100,,,67.91,38.47,98.63,100,2011
546,"LU","Luxembourg",83.32,92.33,77.31,94.94,82.07,100,95,65.33,33.76,,100,56.75,94.94,95,86.09,65.11,100,100,95,38.67,92,33.76,,,100,100,,,65.21,54.4,39.86,100,2011
457,"AU","Australia",82.38,99.39,71.03,99.85,98.33,100,92.33,66.46,100,19.37,83.08,47.67,99.85,95,100,100,100,100,92.33,56.91,76,100,24.1,14.65,72.06,70.97,99.29,90,44.55,31.12,53.98,100,2011
589,"SG","Singapore",81.78,99.44,70.01,100,98.33,100,99.65,96,,0,46.33,86.85,100,95,100,100,100,100,99.65,,96,,0,0,28.47,28.47,82.04,,90,0,81.37,73,2011
493,"CZ","Czech Republic",81.41,90.49,75.35,100,73.57,97.91,75.68,67.07,45.05,,98.35,65.82,100,100,73.94,46.76,95.95,99.87,75.68,38.14,96,45.05,,,98.35,98.41,,,77.62,30.98,54.43,100,2011
512,"DE","Germany",80.22,92.21,72.23,100,76.63,100,95.18,65.31,31.35,13.4,100,62.77,100,95,80.21,54.68,100,100,95.18,38.62,92,31.35,8.33,18.46,100,100,100,,65.24,27.82,58.26,100,2011
596,"ES","Spain",79.73,97.49,67.89,95.77,97.37,99.33,92.83,65.19,45.05,23.24,56.56,81.84,95.77,95,100,97.12,98.91,99.76,92.83,38.38,92,45.05,21.69,24.8,50.34,46.11,73.21,,77.96,69.8,89.97,100,2011
569,"NO","Norway",78.04,99.44,63.77,100,98.33,100,77.05,46.6,32.52,20.88,71.68,75.65,100,95,100,100,100,100,77.05,1.19,92,32.52,14.86,26.9,76.31,78.34,60.41,,65.82,15.48,95.33,100,2011
601,"SE","Sweden",78.03,98.88,64.12,100,96.65,100,87.86,65.18,14.35,25.3,62.38,77.34,100,95,100,94.96,100,100,87.86,38.35,92,14.35,11.76,38.83,47.29,50.31,89.54,,77.67,29.51,76.93,100,2011
458,"AT","Austria",78.03,91.43,69.11,100,74.29,100,79.05,65.49,19.87,,86.59,62.09,100,95,76.79,51.08,100,100,79.05,38.98,92,19.87,,,86.59,93.99,,,54.7,51.19,76.91,100,2011
618,"GB","United Kingdom",77.27,98.4,63.18,99.86,95.34,100,97.93,66.03,43.06,0,70.11,54.24,99.86,95,100,91.01,100,100,97.93,36.07,96,43.06,0,0,100,100,80.43,0,57.37,24.81,48.64,100,2011
495,"DK","Denmark",76.85,97.45,63.12,100,92.35,100,93.45,66.06,18.52,8.66,67.74,67.22,100,95,99.32,82.73,100,100,93.45,40.11,92,18.52,10.31,7.02,74.74,74.74,53.74,,68.22,45.65,65.31,100,2011
564,"NL","Netherlands",76.72,91.58,66.81,100,74.75,100,98.82,65.36,33.76,0,88.53,53.32,100,95,77.82,51.44,100,100,98.82,34.73,96,33.76,0,0,90.75,90.75,84.08,,51.32,23.74,57.54,100,2011
523,"IS","Iceland",76.47,98.69,61.65,97.72,98.33,100,51.94,50.62,,16.71,81.9,71.31,97.72,95,100,100,100,100,51.94,5.24,96,,9.6,23.81,85.77,91.53,68.38,,57.21,42.29,99.77,100,2011
565,"NZ","New Zealand",76.39,87.85,68.74,93.95,98.33,71.28,77.9,79.49,100,5.42,76.05,62.94,93.95,95,100,100,100,42.55,77.9,62.98,96,100,10.84,0,83.93,84.27,100,36,63.47,35.01,63.15,100,2011
591,"SI","Slovenia",75.94,90.15,66.47,100,74.49,95.96,53.99,63.43,45.05,,100,54.59,100,96,77.47,50,91.92,100,53.99,34.86,92,45.05,,,100,100,,,54.68,21.68,58.47,100,2011
579,"PT","Portugal",75.8,98.24,60.84,100,97.97,96.75,70.33,64.3,7.75,30.07,64.36,80.68,100,95,100,98.92,93.5,100,70.33,36.6,92,7.75,18.53,41.61,50.3,48.82,58.33,100,78.41,50.93,90,100,2011
507,"FI","Finland",75.72,99.44,59.9,100,98.33,100,84.25,66.99,11.77,32.89,61.86,62.24,100,95,100,100,100,100,84.25,37.98,96,11.77,2.78,63.01,50.21,50.49,84.88,,62.1,37.12,62.75,100,2011
528,"IE","Ireland",74.67,96.27,60.27,100,98.33,90.47,87.47,66.39,100,16.49,18.74,75.01,100,95,100,100,96.71,84.22,87.47,36.77,96,100,7.05,25.94,10.36,10.36,35.49,,70.69,6.08,84.84,100,2011
504,"EE","Estonia",74.65,89.1,65.02,93.42,96.21,77.67,75.27,67.12,9.02,27.66,100,56.71,93.42,89,100,99.64,80.6,74.74,75.27,38.24,96,9.02,0,55.32,100,100,100,,79.79,0,42.15,100,2011
590,"SK","Slovakia",74.35,87.64,65.48,92.78,72.71,97.43,57.64,63.85,21.31,,84.33,72.48,92.78,100,73.53,44.6,100,94.86,57.64,39.71,88,21.31,,,84.33,91.11,,,90,39.14,53.21,100,2011
530,"IT","Italy",74.14,80.91,69.63,100,79.22,63.51,91.44,58.87,55.41,24.93,79.77,63.41,100,95,80.08,62.59,100,27.03,91.44,37.75,80,55.41,12.47,37.4,62.69,63.18,93.19,100,53.69,62.07,82.59,100,2011
514,"GR","Greece",73.23,91.09,61.32,100,85.51,87.76,87.33,61.01,22.83,25.86,66.49,59.79,100,95,90.67,70.86,94.81,80.71,87.33,38.01,84,22.83,21.49,30.23,95.73,96.11,74.1,0,60.38,33.91,61.66,100,2011
479,"CA","Canada",73.07,97.76,56.61,100,97.37,95.9,80.42,62.52,16.64,21.54,58.4,59.85,100,95,100,97.12,95.76,96.04,80.42,29.04,96,16.64,14.22,28.87,49.33,58.01,76.28,50,53.78,29.2,72.18,100,2011
617,"AE","United Arab Emirates",72.89,88.27,62.64,95.67,86.74,82.41,67.06,92,,24.25,96.47,33.86,95.67,100,91.16,69.06,92.7,72.13,67.06,,92,,9.25,39.24,94.8,94.61,100,,16.44,0,69.12,94,2011
532,"JP","Japan",72.2,94.28,57.48,98.78,84.08,100,71.26,46.48,55.41,25.34,73.53,43.54,98.78,95,88.88,68.35,100,100,71.26,0.96,92,55.41,25.32,25.37,87.8,90.78,72.56,43,43.59,34.45,43.51,100,2011
508,"FR","France",70.9,96.11,54.09,100,88.33,100,83.8,65.55,37.94,0,54.45,49.83,100,95,94.08,75.9,100,100,83.8,39.09,92,37.94,0,0,80.81,86.62,50.38,0,55.72,43.07,38.23,100,2011
483,"CL","Chile",69.81,89.13,56.94,91.09,96.56,79.74,68.85,67.39,100,23.35,60.16,35.92,91.09,94,100,95.68,77.95,81.52,68.85,42.78,92,100,21.19,25.52,60.64,47.39,92.62,40,53.08,32.93,12.23,100,2011
522,"HU","Hungary",69.74,87.64,57.81,96.55,66.38,99.99,58.62,65.34,100,,29.57,66.87,96.55,95,68.54,35.61,100,99.99,58.62,38.68,92,100,,,29.57,29.57,,,75.68,44.03,73.08,100,2011
578,"PL","Poland",69.1,75.18,65.05,98.42,67.81,59.31,60.73,64.98,58.94,26.52,91.76,60.53,98.42,95,68.13,40.29,73.66,44.95,60.73,33.95,96,58.94,16.67,36.38,100,100,75.28,,77.14,46.79,48.99,100,2011
586,"RS","Serbia",68.61,75.41,64.08,84.4,63.64,78.19,8.79,96,100,,99.78,62.92,84.4,68,75.43,47.48,86.13,70.24,8.79,100,92,100,,,99.78,99.12,,,76.57,55.3,75.2,100,2011
464,"BY","Belarus",67.45,80.41,58.82,87.94,79.61,73.66,86.45,68,68.23,,41.25,43.15,87.94,100,82,56.83,93.92,53.4,86.45,100,36,68.23,,,41.25,41.25,,,90,36.27,41.89,100,2011
552,"MT","Malta",67.38,94.62,49.23,85.52,98.33,100,37.01,19.66,,0,80.96,55.32,85.52,95,100,100,100,100,37.01,35.31,4,,0,0,100,100,42.88,,52.53,60.01,59.41,100,2011
619,"US","United States of America",67.37,92.37,50.71,95.06,95.58,86.48,63.66,61.53,14.35,3.34,63.35,56.45,95.06,95,100,91.73,80.68,92.27,63.66,43.05,80,14.35,1.39,5.28,49.58,59.81,100,44,54.67,29.84,60.18,100,2011
584,"SA","Saudi Arabia",66.52,87.86,52.29,94.36,85.74,83.48,28.54,84,,6.43,93.7,46.63,94.36,95,91,71.22,66.97,100,28.54,,84,,12.87,0,100,100,81.1,,45.83,44.12,48.49,94,2011
473,"BN","Brunei Darussalam",66.44,89.39,51.14,100,94.26,73.93,37.84,68,36.46,42.06,100,21.73,100,95,100,87.77,100,47.85,37.84,,68,36.46,11.5,72.62,100,100,,,0,16,64.57,73,2011
465,"BE","Belgium",66.4,89.29,51.14,99.23,68.65,100,60,65.33,23.64,0,57.56,64.47,99.23,95,71.73,39.21,100,100,60,38.67,92,23.64,0,0,86.34,86.34,0,,61.8,35.28,70.09,100,2011
492,"CY","Cyprus",66.25,95.26,46.9,100,85.79,100,9.44,61.34,35.07,32.32,77.03,61.92,100,95,94.02,68.35,100,100,9.44,34.68,88,35.07,20.85,43.79,100,100,31.08,,64.92,46.81,57.34,100,2011
529,"IL","Israel",66.19,93.58,47.93,97.71,83.02,100,88.4,14.66,,0,39.34,41.86,97.71,95,89.67,64.39,100,100,88.4,25.32,4,,0,0,71.89,40.47,45.01,0,31.85,38.6,61.48,100,2011
537,"KW","Kuwait",64.63,79.69,54.59,80.36,67.02,91.69,43,92,,0,92.88,42.23,80.36,95,66.48,39.57,83.38,100,43,,92,,0,0,100,100,78.63,,40.39,0,46.4,94,2011
540,"LV","Latvia",63.68,79.59,53.07,91.3,93.78,53.69,49.62,64.57,3.3,0,95.17,53.27,91.3,95,100,86.33,77.05,30.33,49.62,37.15,92,3.3,0,0,100,100,85.5,,66.42,0,62.58,100,2011
474,"BG","Bulgaria",63.66,85.71,48.97,87.2,74.91,95.02,28.86,81.62,84.12,0,68.85,48.18,87.2,93,78.13,53.6,90.05,100,28.86,71.24,92,84.12,0,0,100,100,6.55,,90,45.22,39.47,100,2011
595,"KR","South Korea",63.55,81.08,51.86,95.95,61.38,85.92,83.68,46.98,33.76,22.24,50.4,41.55,95.95,100,56.45,27.7,71.85,100,83.68,1.97,92,33.76,23.94,20.54,36.3,36.3,78.58,,43.55,11.91,41.53,93,2011
580,"QA","Qatar",63.3,89.79,45.64,90.14,79.22,100,67.32,88,,0,8.47,70.93,90.14,100,81.17,56.47,100,100,67.32,,88,,0,0,12.7,12.7,0,,61.38,79.08,90,94,2011
604,"TW","Taiwan",62.26,90.64,43.33,94.21,77.7,100,4.59,44.96,49.65,27.04,71.39,57.69,94.21,100,78.79,54.32,100,100,4.59,17.93,72,49.65,19.48,34.6,67.65,67.65,78.86,,64.79,46.67,48.45,100,2011
490,"HR","Croatia",62.15,83.19,48.13,95.59,76.26,77.71,13.23,60.99,63.12,19.3,70.87,63.26,95.59,92,80.31,56.47,78.47,76.96,13.23,25.98,96,63.12,14.72,23.89,71.94,55.18,85.5,,72.63,42.91,63.39,100,2011
500,"EG","Egypt",61.75,71.07,55.54,65.98,73.62,73.59,49.5,73.01,,23.78,65.26,61.05,65.98,100,74.11,46.76,87.49,59.69,49.5,58.02,88,,5.23,42.34,65.81,37.96,92.01,,25.37,74.42,35.25,100,2011
610,"TO","Tonga",61.63,75.3,52.51,72.21,85.67,68.03,27.06,56,,41.85,92.16,41.88,72.21,57,100,100,86.46,49.6,27.06,100,12,,4.76,78.94,97.2,97.2,82.09,,7.52,43.04,,92,2011
545,"LT","Lithuania",60.93,73.03,52.86,92.52,82.78,43.81,45.82,66.61,23.64,0,91.83,51.02,92.52,93,86.99,68.35,47.22,40.39,45.82,37.22,96,23.64,0,0,87.75,87.75,100,,70.02,17.71,42.59,100,2011
456,"AM","Armenia",60.42,71.47,53.05,80.67,67.44,66.3,22.59,92,74.82,,80.16,39.91,80.67,81,74.56,46.76,85.54,47.06,22.59,100,84,74.82,,,73.14,73.94,,100,72.39,13.68,89.95,100,2011
550,"MY","Malaysia",59.6,88.44,40.37,94.81,93.3,77.21,8.64,57.68,1.68,17.6,93.37,40.24,94.81,100,99.32,80.58,91.94,62.49,8.64,35.35,80,1.68,21.5,13.7,100,100,73.49,100,37.59,49.44,31.68,99,2011
612,"TN","Tunisia",58.9,80.95,44.19,89.72,98.56,54.57,27.77,88,100,14.85,31.08,54.38,89.72,100,100,95.68,63.29,45.86,27.77,100,76,100,2.94,26.76,7.4,18.81,67.02,,66.86,47.71,66.57,100,2011
499,"EC","Ecuador",58.57,73.51,48.62,71.36,99.09,50.07,6.4,96,28.15,37.17,88.09,54.66,71.36,98,100,99.28,46.86,53.28,6.4,100,92,28.15,28.07,46.27,91.85,76.5,100,84,48.8,51.28,61.75,97,2011
488,"CR","Costa Rica",58.46,82.46,42.47,89.93,97.88,59.57,0.9,90,19.87,37.51,89.55,38.46,89.93,94,100,99.64,63.65,55.5,0.9,100,80,19.87,27.08,47.93,94.44,89.28,74.46,100,46.55,34.42,38.81,99,2011
531,"JM","Jamaica",58.19,69.88,50.41,72.03,96.33,41.26,10,96,18.52,0,88.04,76.98,72.03,89,100,100,50.5,32.02,10,100,92,18.52,0,0,81.34,95.67,75.13,100,16.38,90,60.32,92,2011
554,"MU","Mauritius",57.99,86.31,39.11,87.65,100,71.27,5.44,92,100,47.5,43.7,29.91,87.65,100,100,100,94.9,47.63,5.44,,92,100,0.64,94.36,28.32,28.32,18.17,100,24.23,32.39,,100,2011
623,"VE","Venezuela",57.76,72.72,47.79,69.98,99.16,49.01,14.94,94,33.76,18.5,92.92,43.59,69.98,100,100,97.48,49.87,48.15,14.94,100,88,33.76,8.24,28.76,100,100,85.66,86,47.13,19.22,57.04,100,2011
573,"PA","Panama",56.77,68.43,48.99,72.18,94,39.11,20.15,96,14.35,27.75,86.96,52.82,72.18,82,100,100,54.22,24,20.15,,96,14.35,19.49,36.01,92.44,76.52,78.87,100,71.48,32.83,60.36,88,2011
533,"JO","Jordan",56.26,78.16,41.66,78.86,86.57,69.06,42.3,84,,,8.52,65.68,78.86,100,92.08,67.63,62.17,75.94,42.3,,84,,,,8.52,7.5,,,69.19,65.47,65.75,99,2011
558,"ME","Montenegro",55.68,78.72,40.33,98.67,77.4,60.08,5.1,86,100,0,51.6,47.4,98.67,72,88.99,71.22,73.81,46.34,5.1,100,72,100,0,0,77.82,77,0,,45.27,51.33,41.59,100,2011
536,"KI","Kiribati",55.67,51.07,58.73,57.31,84.67,11.24,27.06,56,,36.08,100,,57.31,54,100,100,14.83,7.65,27.06,100,12,,5.3,66.87,100,100,100,,,,,56,2011
587,"SC","Seychelles",55.46,83.12,37.02,83.25,100,66.09,3.96,48,,51.16,72.42,26.83,83.25,100,100,100,62.67,69.52,3.96,,48,,5.56,96.77,75.01,72.4,42.26,100,22.14,33.06,,29,2011
459,"AZ","Azerbaijan",55.38,59.14,52.87,61,85.77,30.66,13.15,62,63.12,,58.66,80.88,61,93,91.64,72.66,27.24,34.08,13.15,100,24,63.12,,,58.66,68.89,,,90,78.28,83.55,100,2011
491,"CU","Cuba",55.02,80.52,38.02,92.81,97,51.75,9.19,84,100,32.72,56.06,16.93,92.81,91,100,100,52.52,50.99,9.19,,84,100,16.17,49.27,37.17,54.24,82.84,50,0,14.87,23.47,100,2011
555,"MX","Mexico",54.99,69.89,45.06,76.03,87.43,46.2,37.45,55.21,19.87,25.34,62.32,51.35,76.03,86,98.95,77.34,54.9,37.49,37.45,30.41,80,19.87,17.4,33.28,62.93,66.46,82.89,37,60.05,27.12,73.66,99,2011
613,"TR","Turkey",54.65,73.2,42.28,65.35,82.83,71.43,48.93,56.67,52.35,21.9,32.62,46.52,65.35,97,86.39,65.11,94.44,48.42,48.93,17.34,96,52.35,20.78,23.02,13.7,14.34,77.46,25,55.37,40.62,43.4,100,2011
603,"SY","Syria",54.6,67.35,46.11,79.21,71.46,51.38,82.17,92,3.3,0,23.44,59.1,79.21,100,71.22,43.17,42.31,60.45,82.17,100,84,3.3,0,0,3.76,3.28,63.28,,35.2,69.32,39.05,93,2011
451,"AL","Albania",54.47,71.99,42.8,93.76,66.29,55.91,3.36,60,17.25,0,63.19,85.74,93.76,61,80.67,57.19,55.69,56.12,3.36,100,20,17.25,0,0,58.79,57.06,73.71,,86.45,78.69,99.4,100,2011
597,"LK","Sri Lanka",53.9,67.55,44.8,82.38,71.4,48.85,0,92,33.76,62.43,67.7,54.62,82.38,25,100,89.21,48.99,48.72,0,100,84,33.76,50,74.87,85.21,97.14,53.45,35,76.3,49.27,64.84,85,2011
620,"UY","Uruguay",53.56,89.85,29.37,80.04,100,89.51,6.67,68.06,100,20.19,24.62,24.51,80.04,100,100,100,95.84,83.18,6.67,52.12,84,100,19.6,20.79,2.67,2.68,68.49,,18.47,60.86,10.73,99,2011
599,"SR","Suriname",53.45,66.85,44.52,63.4,96,41.16,0.01,90,63.12,17.55,75.04,52.76,63.4,88,100,100,47.08,35.23,0.01,100,80,63.12,1.64,33.45,57.55,83.9,83.67,,82.78,40.15,,100,2011
582,"RU","Russia",53.29,73.81,39.6,82.89,93.38,45.17,21.5,16.93,35.07,12.73,53.39,61.02,82.89,100,99.57,80.58,66.93,23.4,21.5,21.87,12,35.07,17.32,8.14,61.08,64.28,88.21,0,90,26.94,47.77,100,2011
498,"DO","Dominican Republic",53.18,68.96,42.65,77.65,97.55,31.68,5.9,52.69,5.79,37.15,92.94,44.06,77.65,93,100,99.64,28.92,34.44,5.9,9.38,96,5.79,20.67,53.62,75.78,97.03,98.96,100,90,39.28,45.65,98,2011
594,"ZA","South Africa",53.16,58.45,49.64,45.46,93.8,36.08,27.86,79.2,100,2.52,63.96,49.87,45.46,85,100,96.4,46.01,26.15,27.86,70.41,88,100,5.04,0,38.22,42.62,100,75,52.04,56.54,38.54,83,2011
556,"MD","Moldova",53.13,66.31,44.34,75.67,72.28,50.99,34.15,74,100,,7.51,63.16,75.67,89,77.13,50.72,62.56,39.43,34.15,100,48,100,,,7.51,7.14,,,81.55,49.64,90,99,2011
506,"FJ","Fiji",52.99,70.5,41.33,71.88,87.67,51.94,3.9,94,58.94,38.36,37.98,65.71,71.88,63,100,100,62.81,41.08,3.9,100,88,58.94,9.09,67.62,16.45,18.27,77.21,40,21.24,67.16,,56,2011
607,"TH","Thailand",52.89,71.32,40.61,87.77,68.58,57.62,16,62.13,25.34,19.05,70.19,46.05,87.77,74,78.87,52.88,60.55,54.7,16,32.26,92,25.34,21.88,16.23,76.12,51.63,82.82,,42.41,42.91,52.4,100,2011
472,"BR","Brazil",52.89,72.03,40.13,67.89,97.76,50.44,10.87,74.51,10.81,24.68,66.74,53.82,67.89,94,100,99.28,68.19,32.68,10.87,61.01,88,10.81,20.09,29.28,82.4,73.54,81.04,30,52.02,26.19,79.65,99,2011
611,"TT","Trinidad and Tobago",52.23,71.54,39.36,62.65,99.88,52.08,5.25,96,17.88,24.58,83.48,32.54,62.65,100,100,99.64,53.09,51.06,5.25,,96,17.88,0,49.16,96.18,92.05,45.68,100,26.96,11.34,51.79,99,2011
572,"PW","Palau",51.88,84.97,29.82,75.86,100,79.06,40,12,,50,43.95,1.02,75.86,100,100,100,58.12,100,40,,12,,0,100,65.92,65.92,0,,2.42,0,,56,2011
461,"BH","Bahrain",51.83,83.22,30.9,81.05,75.21,93.4,64.27,12,,0,4.99,39.57,81.05,95,78.48,52.16,100,86.81,64.27,,12,,0,0,7.48,7.48,0,,32.21,26.74,56.9,94,2011
559,"MA","Morocco",51.79,63.09,44.25,64.19,98.85,26.24,39.39,46.35,100,19.37,31.2,49.4,64.19,98,100,98.56,29.56,22.92,39.39,8.71,84,100,21.13,17.61,20.12,12.44,61.05,,45.9,44.54,59.1,99,2011
526,"IR","Iran",51.32,76.71,34.39,63.42,91.52,75.21,2.77,92,84.12,22.41,37.06,36.73,63.42,100,96.85,77.7,58.19,92.23,2.77,100,84,84.12,16.18,28.64,40.3,34.39,73.54,0,28.76,32.13,46.18,98,2011
534,"KZ","Kazakhstan",50.98,75.16,34.85,66.45,95.56,63.48,30.5,37.13,74.82,,14.11,43.49,66.45,91,100,95.68,56.33,70.62,30.5,22.26,52,74.82,,,14.11,19.58,,,29.46,39.81,59.37,100,2011
541,"LB","Lebanon",50.8,87.57,26.29,91.3,82.71,88.69,15.08,90,74.82,0,1.71,40.43,91.3,100,84.47,63.67,100,77.38,15.08,100,80,74.82,0,0,2.56,2.56,0,,68.34,12.17,56.53,100,2011
485,"CO","Colombia",50.69,65.81,40.62,62.41,95.09,39.92,4.6,52.51,26.24,32.46,80.4,43.49,62.41,86,100,99.28,49.94,29.91,4.6,13.01,92,26.24,9.5,55.42,89.25,77.22,99.14,56,64.68,36.3,48.1,97,2011
469,"BO","Bolivia",50.53,54.08,48.17,47.91,89.85,24.46,11.3,64,11.77,,81.04,63.57,47.91,71,100,98.56,38.56,10.37,11.3,100,28,11.77,,,95.73,91.7,,43,0,90,11.28,80,2011
466,"BZ","Belize",50.37,79.53,30.93,80.22,95.88,62.49,2.28,92,4.69,0,98.58,2.59,80.22,88,100,99.64,78.99,46,2.28,100,84,4.69,0,0,99.93,99.67,96.15,,83.28,0,,88,2011
566,"NI","Nicaragua",50.21,59.62,43.93,73.81,81.88,23.16,8.4,88,0,28.11,91.67,46.82,73.81,46,100,99.64,33.46,12.86,8.4,100,76,0,21.57,34.66,91.1,91.91,92.01,,51.87,37.24,65.96,74,2011
581,"RO","Romania",50.17,60.99,42.96,85.07,66.57,31.32,13.05,72.13,45.05,0,63.51,62.82,85.07,83,73.17,43.53,37.99,24.66,13.05,52.27,92,45.05,0,0,40.13,51.12,99.26,,90,60.61,51.58,100,2011
547,"MK","Macedonia",50.17,77.67,31.84,100,62.5,70.51,3.74,94,25.34,,27.54,54.41,100,67,75.18,45.32,91.82,49.19,3.74,100,88,25.34,,,27.54,46.85,,,90,53.19,53.4,99,2011
452,"DZ","Algeria",50.02,70.37,36.45,65.7,99.28,46.13,34.64,94,26.24,23.71,34.86,37.53,65.7,100,100,97.84,31.87,60.39,34.64,100,88,26.24,12.62,34.8,37.12,19.43,48.04,,26.2,28.62,55.48,99,2011
455,"AR","Argentina",49.49,86.63,24.72,84.56,99.64,75.7,11.75,96,0,15.68,44.88,16.79,84.56,100,100,98.92,86.12,65.27,11.75,100,92,0,17.74,13.61,29.1,35.9,64.53,50,13.6,22.06,11.47,88,2011
627,"ZW","Zimbabwe",49.13,45.86,51.31,42.08,78,17.5,14.03,52,23.64,,99.52,,42.08,34,100,100,26.99,8.02,14.03,100,4,23.64,,,99.74,98.96,,100,,,,37,2011
454,"AG","Antigua and Barbuda",48.82,81.43,27.08,83.27,100,61.01,11.37,84,,0,60.92,8.41,83.27,100,100,100,72.62,49.41,11.37,,84,,0,0,38,60.64,45.05,100,13.11,0,,88,2011
521,"HN","Honduras",48.75,57.22,43.11,52.51,82.76,36.38,15.54,92,6.17,27.29,76.81,48.29,52.51,49,100,99.28,40.29,32.46,15.54,100,84,6.17,5.41,49.17,82.16,79.69,65.41,80,43.61,50.93,43.04,81,2011
616,"UA","Ukraine",48.47,76.37,29.87,82.89,80.9,65.31,14.7,62.03,32.52,25.3,41.46,27.78,82.89,97,83.84,61.87,73.31,57.32,14.7,56.06,68,32.52,8.11,42.48,20.17,22.39,81.82,,90,17.52,45.9,100,2011
516,"GT","Guatemala",47.95,60.28,39.74,57.94,80.52,42.37,5.37,94,0,32.6,57.55,64.18,57.94,43,100,98.56,52.67,32.06,5.37,100,88,0,21.43,43.78,80.11,53.82,76.26,20,60,56.98,78.52,82,2011
570,"OM","Oman",47.66,80.87,25.52,88.18,96.89,57.52,13.4,24,,24.39,42.28,21.64,88.18,95,100,95.68,48.06,66.98,13.4,,24,,11.16,37.63,61.74,53.99,53.4,0,0,67.9,49.9,94,2011
471,"BW","Botswana",47.47,61.7,37.98,55.08,87.67,42.36,0.95,20,,,100,16.57,55.08,63,100,100,65.57,19.15,0.95,,20,,,,100,100,,,61.98,11.37,6.12,43,2011
497,"DM","Dominica",47.01,72.34,30.12,73.37,99.67,43.98,2.99,56,,0,66.29,27.95,73.37,99,100,100,54.92,33.04,2.99,100,12,,0,0,80.06,85.12,0,100,44.51,25.36,,91,2011
509,"GA","Gabon",46.53,49.9,44.28,36.72,91.09,21.88,0,12,58.94,28.8,82.94,56.67,36.72,74,100,99.28,38.3,5.46,0,,12,58.94,26.4,31.2,86.49,84.84,77.49,,90,79.52,1.77,82,2011
460,"BS","Bahamas",46.51,73.64,28.42,70.65,98.33,51.95,11.37,12,21.31,39.68,75.53,0,70.65,95,100,100,61.41,42.49,11.37,,12,21.31,13.33,66.04,79.55,81.77,65.26,,0,0,,88,2011
